CountyCode,CountyName,DistrictCode,DistrictName,StudentGroup,ELAProf_MetTarget,MathProf_MetTarget,Grad4YR_MetTarget,Grad5YR_MetTarget,ELAGrowth_MetStandard,MathGrowth_MetStandard,ELP_MetTarget,CA_MetAverage,ChronicAbs,RequiresTargetedSupImp,Year
05,BURLINGTON,3430,MOUNT HOLLY TWP,Districtwide,Not Met,Not Met,NA,NA,Met Standard,Exceeds Standard,Met Target†,Not Met,NA,NA,2017-18
05,BURLINGTON,3430,MOUNT HOLLY TWP,White,Not Met,Not Met,NA,NA,Met Standard,Met Standard,NA,Not Met,NA,NA,2017-18
05,BURLINGTON,3430,MOUNT HOLLY TWP,Hispanic,Not Met,Met Target†,NA,NA,Met Standard,Met Standard,NA,Met,NA,NA,2017-18
05,BURLINGTON,3430,MOUNT HOLLY TWP,Black or African American,Met Target†,Met Target†,NA,NA,Not Met,Exceeds Standard,NA,Not Met,NA,NA,2017-18
05,BURLINGTON,3430,MOUNT HOLLY TWP,"Asian, Native Hawaiian, or Pacific Islander",NA,NA,NA,NA,NA,NA,NA,Met,NA,NA,2017-18
05,BURLINGTON,3430,MOUNT HOLLY TWP,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
05,BURLINGTON,3430,MOUNT HOLLY TWP,Two or More Races,Met Target,Met Target,NA,NA,Not Met,Exceeds Standard,NA,Not Met,NA,NA,2017-18
05,BURLINGTON,3430,MOUNT HOLLY TWP,Economically Disadvantaged Students,Not Met,Not Met,NA,NA,Not Met,Exceeds Standard,NA,Not Met,NA,NA,2017-18
05,BURLINGTON,3430,MOUNT HOLLY TWP,Students with Disabilities,Not Met,Not Met,NA,NA,Not Met,Met Standard,NA,Not Met,NA,NA,2017-18
05,BURLINGTON,3430,MOUNT HOLLY TWP,English Learners,NA,NA,NA,NA,NA,NA,Met Target†,Met,NA,NA,2017-18
05,BURLINGTON,3440,MOUNT LAUREL TWP,Districtwide,Met Target†,Met Target,NA,NA,Met Standard,Met Standard,Exceeds Target,Met,NA,NA,2017-18
05,BURLINGTON,3440,MOUNT LAUREL TWP,White,Met Target,Met Target,NA,NA,Met Standard,Met Standard,NA,Met,NA,NA,2017-18
05,BURLINGTON,3440,MOUNT LAUREL TWP,Hispanic,Met Target,Met Target,NA,NA,Met Standard,Met Standard,NA,Met,NA,NA,2017-18
05,BURLINGTON,3440,MOUNT LAUREL TWP,Black or African American,Not Met,Met Target†,NA,NA,Not Met,Met Standard,NA,Met,NA,NA,2017-18
05,BURLINGTON,3440,MOUNT LAUREL TWP,"Asian, Native Hawaiian, or Pacific Islander",Met Goal,Met Goal,NA,NA,Met Standard,Exceeds Standard,NA,Met,NA,NA,2017-18
05,BURLINGTON,3440,MOUNT LAUREL TWP,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
05,BURLINGTON,3440,MOUNT LAUREL TWP,Two or More Races,Met Target,Not Met,NA,NA,Met Standard,Met Standard,NA,Met,NA,NA,2017-18
05,BURLINGTON,3440,MOUNT LAUREL TWP,Economically Disadvantaged Students,Met Target†,Met Target†,NA,NA,Met Standard,Met Standard,NA,Not Met,NA,NA,2017-18
05,BURLINGTON,3440,MOUNT LAUREL TWP,Students with Disabilities,Not Met,Not Met,NA,NA,Not Met,Met Standard,NA,Not Met,NA,NA,2017-18
05,BURLINGTON,3440,MOUNT LAUREL TWP,English Learners,Not Met,Not Met,NA,NA,Exceeds Standard,Met Standard,Exceeds Target,Not Met,NA,NA,2017-18
05,BURLINGTON,3540,NEW HANOVER TWP,Districtwide,Met Target,Met Target,NA,NA,Met Standard,Not Met,Met Target†,Not Met,NA,NA,2017-18
05,BURLINGTON,3540,NEW HANOVER TWP,White,Met Target,Met Target,NA,NA,Met Standard,Met Standard,NA,Met,NA,NA,2017-18
05,BURLINGTON,3540,NEW HANOVER TWP,Hispanic,Met Target,Met Target,NA,NA,Met Standard,Exceeds Standard,NA,Met,NA,NA,2017-18
05,BURLINGTON,3540,NEW HANOVER TWP,Black or African American,NA,NA,NA,NA,NA,NA,NA,Not Met,NA,NA,2017-18
05,BURLINGTON,3540,NEW HANOVER TWP,"Asian, Native Hawaiian, or Pacific Islander",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
05,BURLINGTON,3540,NEW HANOVER TWP,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
05,BURLINGTON,3540,NEW HANOVER TWP,Two or More Races,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
05,BURLINGTON,3540,NEW HANOVER TWP,Economically Disadvantaged Students,Met Target†,Met Target,NA,NA,Met Standard,Met Standard,NA,Not Met,NA,NA,2017-18
05,BURLINGTON,3540,NEW HANOVER TWP,Students with Disabilities,Met Target†,Met Target†,NA,NA,NA,NA,NA,Not Met,NA,NA,2017-18
05,BURLINGTON,3540,NEW HANOVER TWP,English Learners,NA,NA,NA,NA,NA,NA,Met Target†,Met,NA,NA,2017-18
05,BURLINGTON,3650,NORTH HANOVER TWP,Districtwide,Met Target,Met Target,NA,NA,Met Standard,Exceeds Standard,NA,Not Met,NA,NA,2017-18
05,BURLINGTON,3650,NORTH HANOVER TWP,White,Met Target,Met Target,NA,NA,Met Standard,Met Standard,NA,Met,NA,NA,2017-18
05,BURLINGTON,3650,NORTH HANOVER TWP,Hispanic,Met Target†,Met Target†,NA,NA,Met Standard,Exceeds Standard,NA,Not Met,NA,NA,2017-18
05,BURLINGTON,3650,NORTH HANOVER TWP,Black or African American,Met Target†,Met Target,NA,NA,Met Standard,Exceeds Standard,NA,Met,NA,NA,2017-18
05,BURLINGTON,3650,NORTH HANOVER TWP,"Asian, Native Hawaiian, or Pacific Islander",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
05,BURLINGTON,3650,NORTH HANOVER TWP,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
05,BURLINGTON,3650,NORTH HANOVER TWP,Two or More Races,Met Target,Met Target†,NA,NA,Met Standard,Exceeds Standard,NA,Not Met,NA,NA,2017-18
05,BURLINGTON,3650,NORTH HANOVER TWP,Economically Disadvantaged Students,Met Target,Met Target,NA,NA,Met Standard,Exceeds Standard,NA,Not Met,NA,NA,2017-18
05,BURLINGTON,3650,NORTH HANOVER TWP,Students with Disabilities,Met Target,Not Met,NA,NA,Met Standard,Exceeds Standard,NA,Not Met,NA,NA,2017-18
05,BURLINGTON,3650,NORTH HANOVER TWP,English Learners,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
05,BURLINGTON,3690,NORTHERN BURLINGTON REG,Districtwide,Met Target,Met Target,Met Target,Met Goal,Met Standard,Met Standard,NA,Met,NA,NA,2017-18
05,BURLINGTON,3690,NORTHERN BURLINGTON REG,White,Met Target,Met Target,Met Target,Met Goal,Met Standard,Met Standard,NA,Met,NA,NA,2017-18
05,BURLINGTON,3690,NORTHERN BURLINGTON REG,Hispanic,Met Target,Met Target†,Met Target,Met Goal,Met Standard,Met Standard,NA,Met,NA,NA,2017-18
05,BURLINGTON,3690,NORTHERN BURLINGTON REG,Black or African American,Met Target,Not Met,Not Met,Met Goal,Met Standard,NA,NA,Met,NA,NA,2017-18
05,BURLINGTON,3690,NORTHERN BURLINGTON REG,"Asian, Native Hawaiian, or Pacific Islander",Met Goal,Met Goal,Met Goal,NA,Met Standard,Met Standard,NA,Met,NA,NA,2017-18
05,BURLINGTON,3690,NORTHERN BURLINGTON REG,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
05,BURLINGTON,3690,NORTHERN BURLINGTON REG,Two or More Races,Met Target,Met Target,NA,NA,Met Standard,NA,NA,Met,NA,NA,2017-18
05,BURLINGTON,3690,NORTHERN BURLINGTON REG,Economically Disadvantaged Students,Met Target,Met Target†,Met Target,Not Met,Met Standard,Met Standard,NA,Not Met,NA,NA,2017-18
05,BURLINGTON,3690,NORTHERN BURLINGTON REG,Students with Disabilities,Met Target,Met Target†,Met Target,Met Target,Met Standard,Met Standard,NA,Not Met,NA,NA,2017-18
05,BURLINGTON,3690,NORTHERN BURLINGTON REG,English Learners,NA,NA,NA,NA,NA,NA,NA,Met,NA,NA,2017-18
05,BURLINGTON,3920,PALMYRA BORO,Districtwide,Met Target,Met Target†,Met Target,Met Target,Met Standard,Met Standard,NA,Not Met,NA,NA,2017-18
05,BURLINGTON,3920,PALMYRA BORO,White,Met Target,Met Target,Not Met,Met Target,Met Standard,Met Standard,NA,Not Met,NA,NA,2017-18
05,BURLINGTON,3920,PALMYRA BORO,Hispanic,Met Target,Not Met,NA,NA,Met Standard,Met Standard,NA,Not Met,NA,NA,2017-18
05,BURLINGTON,3920,PALMYRA BORO,Black or African American,Met Target,Not Met,Met Target,Not Met,Met Standard,Not Met,NA,Not Met,NA,NA,2017-18
05,BURLINGTON,3920,PALMYRA BORO,"Asian, Native Hawaiian, or Pacific Islander",Met Target,Met Target,NA,NA,NA,NA,NA,Met,NA,NA,2017-18
05,BURLINGTON,3920,PALMYRA BORO,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
05,BURLINGTON,3920,PALMYRA BORO,Two or More Races,Met Target†,Met Target†,NA,NA,NA,NA,NA,Not Met,NA,NA,2017-18
05,BURLINGTON,3920,PALMYRA BORO,Economically Disadvantaged Students,Not Met,Not Met,Met Target,Not Met,Met Standard,Not Met,NA,Not Met,NA,NA,2017-18
05,BURLINGTON,3920,PALMYRA BORO,Students with Disabilities,Met Target†,Met Target,Met Target,NA,Not Met,Not Met,NA,Not Met,NA,NA,2017-18
05,BURLINGTON,3920,PALMYRA BORO,English Learners,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
05,BURLINGTON,4050,PEMBERTON TWP,Districtwide,Met Target,Not Met,Not Met,Not Met,Met Standard,Met Standard,Met Target†,Not Met,NA,NA,2017-18
05,BURLINGTON,4050,PEMBERTON TWP,White,Met Target,Met Target†,Met Target,Met Target,Met Standard,Met Standard,NA,Not Met,NA,NA,2017-18
05,BURLINGTON,4050,PEMBERTON TWP,Hispanic,Met Target,Not Met,Not Met,Not Met,Not Met,Not Met,NA,Not Met,NA,NA,2017-18
05,BURLINGTON,4050,PEMBERTON TWP,Black or African American,Met Target†,Not Met,Not Met,Not Met,Met Standard,Not Met,NA,Not Met,NA,NA,2017-18
05,BURLINGTON,4050,PEMBERTON TWP,"Asian, Native Hawaiian, or Pacific Islander",Met Target,Not Met,NA,NA,Not Met,Not Met,NA,Not Met,NA,NA,2017-18
05,BURLINGTON,4050,PEMBERTON TWP,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
05,BURLINGTON,4050,PEMBERTON TWP,Two or More Races,Met Target†,Not Met,NA,NA,Not Met,NA,NA,Not Met,NA,NA,2017-18
05,BURLINGTON,4050,PEMBERTON TWP,Economically Disadvantaged Students,Met Target†,Not Met,Not Met,Not Met,Not Met,Met Standard,NA,Not Met,NA,NA,2017-18
05,BURLINGTON,4050,PEMBERTON TWP,Students with Disabilities,Not Met,Not Met,Not Met,Not Met,Not Met,Not Met,NA,Not Met,NA,NA,2017-18
05,BURLINGTON,4050,PEMBERTON TWP,English Learners,Met Target,Met Target,NA,NA,Not Met,Met Standard,Met Target†,Not Met,NA,NA,2017-18
05,BURLINGTON,4320,RANCOCAS VALLEY REGIONAL,Districtwide,Met Target†,Met Target,Not Met,Met Target,NA,NA,NA,Met,NA,NA,2017-18
05,BURLINGTON,4320,RANCOCAS VALLEY REGIONAL,White,Met Target,Met Target,Not Met,Met Goal,NA,NA,NA,Met,NA,NA,2017-18
05,BURLINGTON,4320,RANCOCAS VALLEY REGIONAL,Hispanic,Not Met,Met Target†,Met Target,Met Target,NA,NA,NA,Not Met,NA,NA,2017-18
05,BURLINGTON,4320,RANCOCAS VALLEY REGIONAL,Black or African American,Not Met,Met Target†,Not Met,Not Met,NA,NA,NA,Not Met,NA,NA,2017-18
05,BURLINGTON,4320,RANCOCAS VALLEY REGIONAL,"Asian, Native Hawaiian, or Pacific Islander",Not Met,Not Met,Not Met,Met Goal,NA,NA,NA,Met,NA,NA,2017-18
05,BURLINGTON,4320,RANCOCAS VALLEY REGIONAL,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
05,BURLINGTON,4320,RANCOCAS VALLEY REGIONAL,Two or More Races,NA,NA,NA,NA,NA,NA,NA,Not Met,NA,NA,2017-18
05,BURLINGTON,4320,RANCOCAS VALLEY REGIONAL,Economically Disadvantaged Students,Met Target†,Met Target†,Met Target,Not Met,NA,NA,NA,Not Met,NA,NA,2017-18
05,BURLINGTON,4320,RANCOCAS VALLEY REGIONAL,Students with Disabilities,Met Target†,Met Target†,Not Met,Met Target,NA,NA,NA,Not Met,NA,NA,2017-18
05,BURLINGTON,4320,RANCOCAS VALLEY REGIONAL,English Learners,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
05,BURLINGTON,4450,RIVERSIDE TWP,Districtwide,Not Met,Not Met,Met Target,Not Met,Met Standard,Met Standard,Not Met,Not Met,NA,NA,2017-18
05,BURLINGTON,4450,RIVERSIDE TWP,White,Met Target,Met Target,Not Met,Not Met,Met Standard,Met Standard,NA,Not Met,NA,NA,2017-18
05,BURLINGTON,4450,RIVERSIDE TWP,Hispanic,Met Target†,Not Met,NA,NA,Met Standard,Met Standard,NA,Met,NA,NA,2017-18
05,BURLINGTON,4450,RIVERSIDE TWP,Black or African American,Not Met,Not Met,NA,NA,Not Met,Not Met,NA,Not Met,NA,NA,2017-18
05,BURLINGTON,4450,RIVERSIDE TWP,"Asian, Native Hawaiian, or Pacific Islander",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
05,BURLINGTON,4450,RIVERSIDE TWP,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
05,BURLINGTON,4450,RIVERSIDE TWP,Two or More Races,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
05,BURLINGTON,4450,RIVERSIDE TWP,Economically Disadvantaged Students,Not Met,Not Met,Met Target,Not Met,Met Standard,Met Standard,NA,Not Met,NA,NA,2017-18
05,BURLINGTON,4450,RIVERSIDE TWP,Students with Disabilities,Not Met,Not Met,Not Met,Not Met,Not Met,Met Standard,NA,Not Met,NA,NA,2017-18
05,BURLINGTON,4450,RIVERSIDE TWP,English Learners,Met Target†,Met Target†,NA,NA,Met Standard,Met Standard,Not Met,Met,NA,NA,2017-18
05,BURLINGTON,4460,RIVERTON,Districtwide,Met Target,Met Target†,NA,NA,Met Standard,Met Standard,NA,Met,NA,NA,2017-18
05,BURLINGTON,4460,RIVERTON,White,Met Target,Met Target†,NA,NA,Met Standard,Met Standard,NA,Met,NA,NA,2017-18
05,BURLINGTON,4460,RIVERTON,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
05,BURLINGTON,4460,RIVERTON,Black or African American,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
05,BURLINGTON,4460,RIVERTON,"Asian, Native Hawaiian, or Pacific Islander",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
05,BURLINGTON,4460,RIVERTON,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
05,BURLINGTON,4460,RIVERTON,Two or More Races,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
05,BURLINGTON,4460,RIVERTON,Economically Disadvantaged Students,NA,NA,NA,NA,NA,NA,NA,Met,NA,NA,2017-18
05,BURLINGTON,4460,RIVERTON,Students with Disabilities,Met Target,Met Target,NA,NA,Met Standard,Not Met,NA,Met,NA,NA,2017-18
05,BURLINGTON,4460,RIVERTON,English Learners,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
05,BURLINGTON,4740,SHAMONG TWP,Districtwide,Met Target,Met Target,NA,NA,Met Standard,Met Standard,NA,Met,NA,NA,2017-18
05,BURLINGTON,4740,SHAMONG TWP,White,Met Target†,Met Target,NA,NA,Met Standard,Met Standard,NA,Met,NA,NA,2017-18
05,BURLINGTON,4740,SHAMONG TWP,Hispanic,Met Target†,Met Target†,NA,NA,Met Standard,Met Standard,NA,Not Met,NA,NA,2017-18
05,BURLINGTON,4740,SHAMONG TWP,Black or African American,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
05,BURLINGTON,4740,SHAMONG TWP,"Asian, Native Hawaiian, or Pacific Islander",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
05,BURLINGTON,4740,SHAMONG TWP,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
05,BURLINGTON,4740,SHAMONG TWP,Two or More Races,NA,NA,NA,NA,NA,NA,NA,Met,NA,NA,2017-18
05,BURLINGTON,4740,SHAMONG TWP,Economically Disadvantaged Students,Met Target,Met Target,NA,NA,Met Standard,Met Standard,NA,Not Met,NA,NA,2017-18
05,BURLINGTON,4740,SHAMONG TWP,Students with Disabilities,Met Target,Met Target,NA,NA,Met Standard,Exceeds Standard,NA,Not Met,NA,NA,2017-18
05,BURLINGTON,4740,SHAMONG TWP,English Learners,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
05,BURLINGTON,4930,SOUTHAMPTON TWP,Districtwide,Met Target,Met Target†,NA,NA,Met Standard,Met Standard,NA,Met,NA,NA,2017-18
05,BURLINGTON,4930,SOUTHAMPTON TWP,White,Met Target,Met Target†,NA,NA,Met Standard,Met Standard,NA,Met,NA,NA,2017-18
05,BURLINGTON,4930,SOUTHAMPTON TWP,Hispanic,Met Target,Met Target,NA,NA,Exceeds Standard,Met Standard,NA,Met,NA,NA,2017-18
05,BURLINGTON,4930,SOUTHAMPTON TWP,Black or African American,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
05,BURLINGTON,4930,SOUTHAMPTON TWP,"Asian, Native Hawaiian, or Pacific Islander",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
05,BURLINGTON,4930,SOUTHAMPTON TWP,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
05,BURLINGTON,4930,SOUTHAMPTON TWP,Two or More Races,Met Target†,Met Target†,NA,NA,NA,NA,NA,Met,NA,NA,2017-18
05,BURLINGTON,4930,SOUTHAMPTON TWP,Economically Disadvantaged Students,Met Target†,Met Target†,NA,NA,Met Standard,Met Standard,NA,Met,NA,NA,2017-18
05,BURLINGTON,4930,SOUTHAMPTON TWP,Students with Disabilities,Met Target,Met Target,NA,NA,Exceeds Standard,Met Standard,NA,Met,NA,NA,2017-18
05,BURLINGTON,4930,SOUTHAMPTON TWP,English Learners,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
05,BURLINGTON,5010,SPRINGFIELD TWP,Districtwide,Met Target,Met Target,NA,NA,Met Standard,Exceeds Standard,NA,Met,NA,NA,2017-18
05,BURLINGTON,5010,SPRINGFIELD TWP,White,Met Target,Met Target,NA,NA,Met Standard,Exceeds Standard,NA,Not Met,NA,NA,2017-18
05,BURLINGTON,5010,SPRINGFIELD TWP,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
05,BURLINGTON,5010,SPRINGFIELD TWP,Black or African American,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
05,BURLINGTON,5010,SPRINGFIELD TWP,"Asian, Native Hawaiian, or Pacific Islander",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
05,BURLINGTON,5010,SPRINGFIELD TWP,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
05,BURLINGTON,5010,SPRINGFIELD TWP,Two or More Races,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
05,BURLINGTON,5010,SPRINGFIELD TWP,Economically Disadvantaged Students,Met Target†,Met Target,NA,NA,NA,NA,NA,Not Met,NA,NA,2017-18
05,BURLINGTON,5010,SPRINGFIELD TWP,Students with Disabilities,NA,NA,NA,NA,NA,NA,NA,Not Met,NA,NA,2017-18
05,BURLINGTON,5010,SPRINGFIELD TWP,English Learners,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
05,BURLINGTON,5130,TABERNACLE TWP,Districtwide,Met Target,Not Met,NA,NA,Met Standard,Not Met,NA,Met,NA,NA,2017-18
05,BURLINGTON,5130,TABERNACLE TWP,White,Met Target,Not Met,NA,NA,Met Standard,Not Met,NA,Met,NA,NA,2017-18
05,BURLINGTON,5130,TABERNACLE TWP,Hispanic,Met Target†,Not Met,NA,NA,Met Standard,Not Met,NA,Met,NA,NA,2017-18
05,BURLINGTON,5130,TABERNACLE TWP,Black or African American,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
05,BURLINGTON,5130,TABERNACLE TWP,"Asian, Native Hawaiian, or Pacific Islander",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
05,BURLINGTON,5130,TABERNACLE TWP,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
05,BURLINGTON,5130,TABERNACLE TWP,Two or More Races,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
05,BURLINGTON,5130,TABERNACLE TWP,Economically Disadvantaged Students,Met Target†,Not Met,NA,NA,Met Standard,Not Met,NA,Met,NA,NA,2017-18
05,BURLINGTON,5130,TABERNACLE TWP,Students with Disabilities,Met Target†,Not Met,NA,NA,Not Met,Met Standard,NA,Not Met,NA,NA,2017-18
05,BURLINGTON,5130,TABERNACLE TWP,English Learners,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
05,BURLINGTON,5720,WESTAMPTON,Districtwide,Met Target,Not Met,NA,NA,Met Standard,Met Standard,NA,Met,NA,NA,2017-18
05,BURLINGTON,5720,WESTAMPTON,White,Met Target†,Not Met,NA,NA,Met Standard,Met Standard,NA,Met,NA,NA,2017-18
05,BURLINGTON,5720,WESTAMPTON,Hispanic,Met Target,Met Target,NA,NA,Met Standard,Met Standard,NA,Not Met,NA,NA,2017-18
05,BURLINGTON,5720,WESTAMPTON,Black or African American,Met Target,Met Target,NA,NA,Met Standard,Met Standard,NA,Met,NA,NA,2017-18
05,BURLINGTON,5720,WESTAMPTON,"Asian, Native Hawaiian, or Pacific Islander",Met Target,Met Target†,NA,NA,Exceeds Standard,Met Standard,NA,Not Met,NA,NA,2017-18
05,BURLINGTON,5720,WESTAMPTON,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
05,BURLINGTON,5720,WESTAMPTON,Two or More Races,Met Target†,Not Met,NA,NA,Met Standard,Met Standard,NA,Met,NA,NA,2017-18
05,BURLINGTON,5720,WESTAMPTON,Economically Disadvantaged Students,Met Target†,Not Met,NA,NA,Met Standard,Met Standard,NA,Not Met,NA,NA,2017-18
05,BURLINGTON,5720,WESTAMPTON,Students with Disabilities,Met Target†,Not Met,NA,NA,Met Standard,Not Met,NA,Not Met,NA,NA,2017-18
05,BURLINGTON,5720,WESTAMPTON,English Learners,NA,NA,NA,NA,NA,NA,NA,Not Met,NA,NA,2017-18
05,BURLINGTON,5805,WILLINGBORO TWP,Districtwide,Met Target†,Not Met,Met Target,Met Target,Met Standard,Not Met,Not Met,Not Met,NA,NA,2017-18
05,BURLINGTON,5805,WILLINGBORO TWP,White,Met Target,Not Met,NA,NA,Met Standard,Not Met,NA,Not Met,NA,NA,2017-18
05,BURLINGTON,5805,WILLINGBORO TWP,Hispanic,Not Met,Met Target†,NA,NA,Met Standard,Not Met,NA,Not Met,NA,NA,2017-18
05,BURLINGTON,5805,WILLINGBORO TWP,Black or African American,Met Target†,Not Met,Met Target,Met Target,Met Standard,Not Met,NA,Not Met,NA,NA,2017-18
05,BURLINGTON,5805,WILLINGBORO TWP,"Asian, Native Hawaiian, or Pacific Islander",Met Target†,Met Target†,NA,NA,Exceeds Standard,Not Met,NA,Met,NA,NA,2017-18
05,BURLINGTON,5805,WILLINGBORO TWP,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
05,BURLINGTON,5805,WILLINGBORO TWP,Two or More Races,NA,NA,NA,NA,NA,NA,NA,Not Met,NA,NA,2017-18
05,BURLINGTON,5805,WILLINGBORO TWP,Economically Disadvantaged Students,Not Met,Not Met,Met Target,Met Target,Met Standard,Not Met,NA,Not Met,NA,NA,2017-18
05,BURLINGTON,5805,WILLINGBORO TWP,Students with Disabilities,Met Target†,Met Target†,Met Target,Not Met,Not Met,Not Met,NA,Not Met,NA,NA,2017-18
05,BURLINGTON,5805,WILLINGBORO TWP,English Learners,Not Met,Not Met,NA,NA,Not Met,Exceeds Standard,Not Met,Not Met,NA,NA,2017-18
05,BURLINGTON,5890,WOODLAND TWP,Districtwide,Met Target†,Met Target†,NA,NA,Met Standard,Met Standard,NA,Not Met,NA,NA,2017-18
05,BURLINGTON,5890,WOODLAND TWP,White,Met Target†,Met Target†,NA,NA,Met Standard,Met Standard,NA,Not Met,NA,NA,2017-18
05,BURLINGTON,5890,WOODLAND TWP,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
05,BURLINGTON,5890,WOODLAND TWP,Black or African American,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
05,BURLINGTON,5890,WOODLAND TWP,"Asian, Native Hawaiian, or Pacific Islander",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
05,BURLINGTON,5890,WOODLAND TWP,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
05,BURLINGTON,5890,WOODLAND TWP,Two or More Races,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
05,BURLINGTON,5890,WOODLAND TWP,Economically Disadvantaged Students,Met Target,Met Target,NA,NA,NA,NA,NA,Not Met,NA,NA,2017-18
05,BURLINGTON,5890,WOODLAND TWP,Students with Disabilities,Met Target†,Not Met,NA,NA,NA,NA,NA,Not Met,NA,NA,2017-18
05,BURLINGTON,5890,WOODLAND TWP,English Learners,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
07,CAMDEN,0150,AUDUBON BORO,Districtwide,Met Target,Met Target,Met Target,Not Met,Met Standard,Met Standard,NA,Not Met,NA,NA,2017-18
07,CAMDEN,0150,AUDUBON BORO,White,Met Target,Met Target,Met Target,Met Target,Met Standard,Met Standard,NA,Met,NA,NA,2017-18
07,CAMDEN,0150,AUDUBON BORO,Hispanic,Met Target,Met Target,NA,NA,Met Standard,Exceeds Standard,NA,Not Met,NA,NA,2017-18
07,CAMDEN,0150,AUDUBON BORO,Black or African American,Met Target,NA,NA,NA,NA,NA,NA,Not Met,NA,NA,2017-18
07,CAMDEN,0150,AUDUBON BORO,"Asian, Native Hawaiian, or Pacific Islander",NA,NA,NA,NA,NA,NA,NA,Met,NA,NA,2017-18
07,CAMDEN,0150,AUDUBON BORO,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
07,CAMDEN,0150,AUDUBON BORO,Two or More Races,NA,NA,NA,NA,NA,NA,NA,Not Met,NA,NA,2017-18
07,CAMDEN,0150,AUDUBON BORO,Economically Disadvantaged Students,Met Target,Met Target†,Met Target,Not Met,Met Standard,Met Standard,NA,Not Met,NA,NA,2017-18
07,CAMDEN,0150,AUDUBON BORO,Students with Disabilities,Met Target†,Not Met,Not Met,Not Met,Met Standard,Met Standard,NA,Not Met,NA,NA,2017-18
